Starting training for 20000 steps...
Output directory: ./outputs_olmoearth
W&B logging enabled - Project: alpha-earth-foundations, Run: first-2026-02-08
Training:   0%|                                                                                                         | 0/20000 [00:00<?, ?step/s]/root/alphaearth-foundations/src/alphaearth/training.py:165: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:836.)
  self.loss_history['total'].append(float(loss))
Training:   2%|▉                                                        | 319/20000 [28:32<39:47,  8.24step/s, recon_loss=0.1320, total_loss=0.1753]

step 00020/20000 (0.1%) | total 0.2635 | recon 0.2136 | uni 0.9986 | cons 0.0001 | clip 0.0000 | ETA: 390.42h (0.01 steps/s)
step 03340/20000 (16.7%) | total 0.1400 | recon 0.1349 | uni 0.0563 | cons 0.1177 | clip 0.0000 | ETA: 2.96h (1.56 steps/s)

step 03360/20000 (16.8%) | total 0.0960 | recon 0.0934 | uni 0.0225 | cons 0.0762 | clip 0.0000 | ETA: 2.94h (1.57 steps/s)

step 03380/20000 (16.9%) | total 0.0496 | recon 0.0485 | uni 0.0211 | cons -0.0000 | clip 0.0000 | ETA: 2.93h (1.58 steps/s)

step 03400/20000 (17.0%) | total 0.0308 | recon 0.0296 | uni 0.0244 | cons -0.0000 | clip 0.0000 | ETA: 2.91h (1.59 steps/s)

step 03420/20000 (17.1%) | total 0.0727 | recon 0.0714 | uni 0.0272 | cons -0.0000 | clip 0.0000 | ETA: 2.89h (1.59 steps/s)

step 03440/20000 (17.2%) | total 0.0721 | recon 0.0654 | uni 0.0707 | cons 0.1538 | clip 0.0000 | ETA: 2.88h (1.60 steps/s)

step 03460/20000 (17.3%) | total 0.0518 | recon 0.0489 | uni 0.0371 | cons 0.0493 | clip 0.0000 | ETA: 2.86h (1.61 steps/s)

step 03480/20000 (17.4%) | total 0.0745 | recon 0.0732 | uni 0.0257 | cons -0.0000 | clip 0.0000 | ETA: 2.84h (1.61 steps/s)

step 03500/20000 (17.5%) | total 0.0762 | recon 0.0754 | uni 0.0161 | cons -0.0000 | clip 0.0000 | ETA: 2.83h (1.62 steps/s)

step 03520/20000 (17.6%) | total 0.0771 | recon 0.0759 | uni 0.0242 | cons -0.0000 | clip 0.0000 | ETA: 2.81h (1.63 steps/s)

step 03540/20000 (17.7%) | total 0.0755 | recon 0.0741 | uni 0.0167 | cons 0.0248 | clip 0.0000 | ETA: 2.80h (1.64 steps/s)

step 03560/20000 (17.8%) | total 0.0793 | recon 0.0783 | uni 0.0203 | cons -0.0000 | clip 0.0000 | ETA: 2.78h (1.64 steps/s)

step 03580/20000 (17.9%) | total 0.0441 | recon 0.0412 | uni 0.0579 | cons -0.0000 | clip 0.0000 | ETA: 2.76h (1.65 steps/s)

step 03600/20000 (18.0%) | total 0.0902 | recon 0.0892 | uni 0.0203 | cons -0.0000 | clip 0.0000 | ETA: 2.75h (1.66 steps/s)

step 03620/20000 (18.1%) | total 0.0556 | recon 0.0543 | uni 0.0261 | cons -0.0000 | clip 0.0000 | ETA: 2.73h (1.66 steps/s)

step 03640/20000 (18.2%) | total 0.0803 | recon 0.0795 | uni 0.0151 | cons -0.0000 | clip 0.0000 | ETA: 2.72h (1.67 steps/s)

step 03660/20000 (18.3%) | total 0.0707 | recon 0.0697 | uni 0.0198 | cons -0.0000 | clip 0.0000 | ETA: 2.70h (1.68 steps/s)

step 03680/20000 (18.4%) | total 0.1899 | recon 0.1888 | uni 0.0221 | cons -0.0000 | clip 0.0000 | ETA: 2.69h (1.69 steps/s)

step 03700/20000 (18.5%) | total 0.0675 | recon 0.0659 | uni 0.0206 | cons 0.0261 | clip 0.0000 | ETA: 2.67h (1.69 steps/s)

step 03720/20000 (18.6%) | total 0.0532 | recon 0.0521 | uni 0.0190 | cons 0.0032 | clip 0.0000 | ETA: 2.66h (1.70 steps/s)

step 03740/20000 (18.7%) | total 0.0964 | recon 0.0925 | uni 0.0257 | cons 0.1299 | clip 0.0000 | ETA: 2.65h (1.71 steps/s)

step 03760/20000 (18.8%) | total 0.0759 | recon 0.0722 | uni 0.0266 | cons 0.1195 | clip 0.0000 | ETA: 2.63h (1.71 steps/s)

step 03780/20000 (18.9%) | total 0.1395 | recon 0.1388 | uni 0.0125 | cons -0.0000 | clip 0.0000 | ETA: 2.62h (1.72 steps/s)

step 03800/20000 (19.0%) | total 0.1198 | recon 0.1191 | uni 0.0145 | cons -0.0000 | clip 0.0000 | ETA: 2.60h (1.73 steps/s)

step 03820/20000 (19.1%) | total 0.1240 | recon 0.1224 | uni 0.0303 | cons -0.0000 | clip 0.0000 | ETA: 2.59h (1.73 steps/s)

step 03840/20000 (19.2%) | total 0.0653 | recon 0.0624 | uni 0.0253 | cons 0.0802 | clip 0.0000 | ETA: 2.58h (1.74 steps/s)

step 03860/20000 (19.3%) | total 0.1100 | recon 0.1079 | uni 0.0212 | cons 0.0529 | clip 0.0000 | ETA: 2.56h (1.75 steps/s)

step 03880/20000 (19.4%) | total 0.0798 | recon 0.0788 | uni 0.0192 | cons -0.0000 | clip 0.0000 | ETA: 2.55h (1.76 steps/s)

step 03900/20000 (19.5%) | total 0.1152 | recon 0.1137 | uni 0.0149 | cons 0.0366 | clip 0.0000 | ETA: 2.54h (1.76 steps/s)

step 03920/20000 (19.6%) | total 0.0918 | recon 0.0908 | uni 0.0217 | cons -0.0000 | clip 0.0000 | ETA: 2.52h (1.77 steps/s)

step 03940/20000 (19.7%) | total 0.0629 | recon 0.0598 | uni 0.0227 | cons 0.0984 | clip 0.0000 | ETA: 2.51h (1.78 steps/s)

step 03960/20000 (19.8%) | total 0.0662 | recon 0.0644 | uni 0.0378 | cons -0.0000 | clip 0.0000 | ETA: 2.50h (1.78 steps/s)

step 03980/20000 (19.9%) | total 0.0572 | recon 0.0559 | uni 0.0270 | cons -0.0000 | clip 0.0000 | ETA: 2.49h (1.79 steps/s)

step 04000/20000 (20.0%) | total 0.0845 | recon 0.0819 | uni 0.0188 | cons 0.0841 | clip 0.0000 | ETA: 2.47h (1.80 steps/s)

step 04020/20000 (20.1%) | total 0.0590 | recon 0.0568 | uni 0.0247 | cons 0.0487 | clip 0.0000 | ETA: 2.47h (1.80 steps/s)

step 04040/20000 (20.2%) | total 0.1030 | recon 0.1009 | uni 0.0419 | cons -0.0000 | clip 0.0000 | ETA: 2.46h (1.80 steps/s)

step 04060/20000 (20.3%) | total 0.0512 | recon 0.0502 | uni 0.0212 | cons -0.0000 | clip 0.0000 | ETA: 2.44h (1.81 steps/s)

step 04080/20000 (20.4%) | total 0.1261 | recon 0.1254 | uni 0.0147 | cons -0.0000 | clip 0.0000 | ETA: 2.43h (1.82 steps/s)

step 04100/20000 (20.5%) | total 0.0692 | recon 0.0685 | uni 0.0132 | cons -0.0000 | clip 0.0000 | ETA: 2.42h (1.82 steps/s)

step 04120/20000 (20.6%) | total 0.0788 | recon 0.0780 | uni 0.0175 | cons -0.0000 | clip 0.0000 | ETA: 2.41h (1.83 steps/s)

step 04140/20000 (20.7%) | total 0.0766 | recon 0.0753 | uni 0.0130 | cons 0.0331 | clip 0.0000 | ETA: 2.40h (1.84 steps/s)

step 04160/20000 (20.8%) | total 0.0607 | recon 0.0597 | uni 0.0200 | cons -0.0000 | clip 0.0000 | ETA: 2.39h (1.84 steps/s)

step 04180/20000 (20.9%) | total 0.1166 | recon 0.1151 | uni 0.0177 | cons 0.0328 | clip 0.0000 | ETA: 2.37h (1.85 steps/s)

step 04200/20000 (21.0%) | total 0.1227 | recon 0.1211 | uni 0.0314 | cons -0.0000 | clip 0.0000 | ETA: 2.36h (1.86 steps/s)

step 04220/20000 (21.1%) | total 0.0517 | recon 0.0507 | uni 0.0187 | cons -0.0000 | clip 0.0000 | ETA: 2.35h (1.86 steps/s)

step 04240/20000 (21.2%) | total 0.0754 | recon 0.0744 | uni 0.0195 | cons -0.0000 | clip 0.0000 | ETA: 2.34h (1.87 steps/s)

step 04260/20000 (21.3%) | total 0.0671 | recon 0.0650 | uni 0.0201 | cons 0.0504 | clip 0.0000 | ETA: 2.33h (1.88 steps/s)

step 04280/20000 (21.4%) | total 0.0752 | recon 0.0734 | uni 0.0195 | cons 0.0413 | clip 0.0000 | ETA: 2.32h (1.88 steps/s)

step 04300/20000 (21.5%) | total 0.1550 | recon 0.1526 | uni 0.0149 | cons 0.0855 | clip 0.0000 | ETA: 2.31h (1.89 steps/s)

step 04320/20000 (21.6%) | total 0.0539 | recon 0.0525 | uni 0.0276 | cons -0.0000 | clip 0.0000 | ETA: 2.30h (1.90 steps/s)

step 04340/20000 (21.7%) | total 0.1062 | recon 0.1051 | uni 0.0230 | cons -0.0000 | clip 0.0000 | ETA: 2.28h (1.90 steps/s)

step 04360/20000 (21.8%) | total 0.0712 | recon 0.0695 | uni 0.0122 | cons 0.0525 | clip 0.0000 | ETA: 2.27h (1.91 steps/s)

step 04380/20000 (21.9%) | total 0.1099 | recon 0.1085 | uni 0.0169 | cons 0.0292 | clip 0.0000 | ETA: 2.26h (1.92 steps/s)

step 04400/20000 (22.0%) | total 0.1572 | recon 0.1559 | uni 0.0118 | cons 0.0365 | clip 0.0000 | ETA: 2.25h (1.92 steps/s)

step 04420/20000 (22.1%) | total 0.1198 | recon 0.1167 | uni 0.0270 | cons 0.0869 | clip 0.0000 | ETA: 2.24h (1.93 steps/s)

step 04440/20000 (22.2%) | total 0.1018 | recon 0.1010 | uni 0.0170 | cons -0.0000 | clip 0.0000 | ETA: 2.23h (1.94 steps/s)

step 04460/20000 (22.3%) | total 0.1252 | recon 0.1244 | uni 0.0155 | cons -0.0000 | clip 0.0000 | ETA: 2.22h (1.94 steps/s)

step 04480/20000 (22.4%) | total 0.1671 | recon 0.1649 | uni 0.0227 | cons 0.0514 | clip 0.0000 | ETA: 2.21h (1.95 steps/s)

step 04500/20000 (22.5%) | total 0.1592 | recon 0.1560 | uni 0.0347 | cons 0.0749 | clip 0.0000 | ETA: 2.20h (1.96 steps/s)

step 04520/20000 (22.6%) | total 0.0603 | recon 0.0554 | uni 0.0520 | cons 0.1149 | clip 0.0000 | ETA: 2.19h (1.96 steps/s)

step 04540/20000 (22.7%) | total 0.0799 | recon 0.0788 | uni 0.0228 | cons -0.0000 | clip 0.0000 | ETA: 2.18h (1.97 steps/s)

step 04560/20000 (22.8%) | total 0.0653 | recon 0.0641 | uni 0.0228 | cons -0.0000 | clip 0.0000 | ETA: 2.17h (1.97 steps/s)

step 04580/20000 (22.9%) | total 0.1081 | recon 0.1070 | uni 0.0220 | cons -0.0000 | clip 0.0000 | ETA: 2.16h (1.98 steps/s)

step 04600/20000 (23.0%) | total 0.1014 | recon 0.1004 | uni 0.0204 | cons -0.0000 | clip 0.0000 | ETA: 2.15h (1.99 steps/s)

step 04620/20000 (23.1%) | total 0.0932 | recon 0.0889 | uni 0.0241 | cons 0.1546 | clip 0.0000 | ETA: 2.14h (1.99 steps/s)

step 04640/20000 (23.2%) | total 0.0589 | recon 0.0569 | uni 0.0161 | cons 0.0565 | clip 0.0000 | ETA: 2.13h (2.00 steps/s)

step 04660/20000 (23.3%) | total 0.0701 | recon 0.0678 | uni 0.0185 | cons 0.0716 | clip 0.0000 | ETA: 2.12h (2.01 steps/s)

step 04680/20000 (23.4%) | total 0.1068 | recon 0.1059 | uni 0.0185 | cons -0.0000 | clip 0.0000 | ETA: 2.11h (2.01 steps/s)

step 04700/20000 (23.5%) | total 0.1269 | recon 0.1244 | uni 0.0179 | cons 0.0760 | clip 0.0000 | ETA: 2.11h (2.02 steps/s)

step 04720/20000 (23.6%) | total 0.0671 | recon 0.0660 | uni 0.0181 | cons 0.0081 | clip 0.0000 | ETA: 2.10h (2.03 steps/s)

step 04740/20000 (23.7%) | total 0.1143 | recon 0.1131 | uni 0.0230 | cons -0.0000 | clip 0.0000 | ETA: 2.09h (2.03 steps/s)

step 04760/20000 (23.8%) | total 0.1089 | recon 0.1065 | uni 0.0197 | cons 0.0707 | clip 0.0000 | ETA: 2.08h (2.04 steps/s)

step 04780/20000 (23.9%) | total 0.1142 | recon 0.1132 | uni 0.0195 | cons -0.0000 | clip 0.0000 | ETA: 2.07h (2.04 steps/s)

step 04800/20000 (24.0%) | total 0.0597 | recon 0.0583 | uni 0.0286 | cons -0.0000 | clip 0.0000 | ETA: 2.06h (2.05 steps/s)

step 04820/20000 (24.1%) | total 0.0836 | recon 0.0829 | uni 0.0149 | cons -0.0000 | clip 0.0000 | ETA: 2.05h (2.06 steps/s)

step 04840/20000 (24.2%) | total 0.0815 | recon 0.0806 | uni 0.0160 | cons 0.0073 | clip 0.0000 | ETA: 2.04h (2.06 steps/s)

step 04860/20000 (24.3%) | total 0.0672 | recon 0.0661 | uni 0.0177 | cons 0.0147 | clip 0.0000 | ETA: 2.03h (2.07 steps/s)

step 04880/20000 (24.4%) | total 0.0990 | recon 0.0984 | uni 0.0133 | cons -0.0000 | clip 0.0000 | ETA: 2.02h (2.07 steps/s)

step 04900/20000 (24.5%) | total 0.0816 | recon 0.0765 | uni 0.0318 | cons 0.1740 | clip 0.0000 | ETA: 2.02h (2.08 steps/s)

step 04920/20000 (24.6%) | total 0.0394 | recon 0.0385 | uni 0.0195 | cons -0.0000 | clip 0.0000 | ETA: 2.01h (2.09 steps/s)

step 04940/20000 (24.7%) | total 0.1095 | recon 0.1084 | uni 0.0224 | cons -0.0000 | clip 0.0000 | ETA: 2.00h (2.09 steps/s)

step 04960/20000 (24.8%) | total 0.1096 | recon 0.1085 | uni 0.0134 | cons 0.0209 | clip 0.0000 | ETA: 1.99h (2.10 steps/s)

step 04980/20000 (24.9%) | total 0.1697 | recon 0.1678 | uni 0.0181 | cons 0.0527 | clip 0.0000 | ETA: 1.98h (2.11 steps/s)

step 05000/20000 (25.0%) | total 0.1110 | recon 0.1102 | uni 0.0164 | cons -0.0000 | clip 0.0000 | ETA: 1.97h (2.11 steps/s)

step 05020/20000 (25.1%) | total 0.0604 | recon 0.0595 | uni 0.0175 | cons -0.0000 | clip 0.0000 | ETA: 1.97h (2.11 steps/s)

step 05040/20000 (25.2%) | total 0.0547 | recon 0.0529 | uni 0.0342 | cons -0.0000 | clip 0.0000 | ETA: 1.96h (2.12 steps/s)

step 05060/20000 (25.3%) | total 0.0645 | recon 0.0618 | uni 0.0263 | cons 0.0684 | clip 0.0000 | ETA: 1.96h (2.12 steps/s)

step 05080/20000 (25.4%) | total 0.0994 | recon 0.0981 | uni 0.0181 | cons 0.0221 | clip 0.0000 | ETA: 1.95h (2.13 steps/s)

step 05100/20000 (25.5%) | total 0.0493 | recon 0.0476 | uni 0.0129 | cons 0.0557 | clip 0.0000 | ETA: 1.94h (2.13 steps/s)

step 05120/20000 (25.6%) | total 0.0457 | recon 0.0437 | uni 0.0159 | cons 0.0600 | clip 0.0000 | ETA: 1.93h (2.14 steps/s)

step 05140/20000 (25.7%) | total 0.0754 | recon 0.0720 | uni 0.0230 | cons 0.1120 | clip 0.0000 | ETA: 1.92h (2.15 steps/s)

step 05160/20000 (25.8%) | total 0.1179 | recon 0.1157 | uni 0.0308 | cons 0.0344 | clip 0.0000 | ETA: 1.92h (2.15 steps/s)

step 05180/20000 (25.9%) | total 0.0903 | recon 0.0896 | uni 0.0155 | cons -0.0000 | clip 0.0000 | ETA: 1.91h (2.16 steps/s)

step 05200/20000 (26.0%) | total 0.0632 | recon 0.0605 | uni 0.0218 | cons 0.0831 | clip 0.0000 | ETA: 1.90h (2.16 steps/s)

step 05220/20000 (26.1%) | total 0.1041 | recon 0.1017 | uni 0.0231 | cons 0.0643 | clip 0.0000 | ETA: 1.89h (2.17 steps/s)

step 05240/20000 (26.2%) | total 0.0721 | recon 0.0712 | uni 0.0175 | cons -0.0000 | clip 0.0000 | ETA: 1.88h (2.18 steps/s)

step 05260/20000 (26.3%) | total 0.0747 | recon 0.0714 | uni 0.0206 | cons 0.1128 | clip 0.0000 | ETA: 1.88h (2.18 steps/s)

step 05280/20000 (26.4%) | total 0.0527 | recon 0.0510 | uni 0.0190 | cons 0.0388 | clip 0.0000 | ETA: 1.87h (2.19 steps/s)

step 05300/20000 (26.5%) | total 0.0477 | recon 0.0451 | uni 0.0533 | cons -0.0000 | clip 0.0000 | ETA: 1.86h (2.19 steps/s)

step 05320/20000 (26.6%) | total 0.0468 | recon 0.0454 | uni 0.0284 | cons -0.0000 | clip 0.0000 | ETA: 1.85h (2.20 steps/s)

step 05340/20000 (26.7%) | total 0.0517 | recon 0.0491 | uni 0.0270 | cons 0.0648 | clip 0.0000 | ETA: 1.85h (2.20 steps/s)

step 05360/20000 (26.8%) | total 0.1549 | recon 0.1544 | uni 0.0103 | cons -0.0000 | clip 0.0000 | ETA: 1.84h (2.21 steps/s)

step 05380/20000 (26.9%) | total 0.0375 | recon 0.0365 | uni 0.0194 | cons -0.0000 | clip 0.0000 | ETA: 1.83h (2.22 steps/s)

step 05400/20000 (27.0%) | total 0.0702 | recon 0.0655 | uni 0.0232 | cons 0.1750 | clip 0.0000 | ETA: 1.83h (2.22 steps/s)

step 05420/20000 (27.1%) | total 0.0757 | recon 0.0748 | uni 0.0192 | cons -0.0000 | clip 0.0000 | ETA: 1.82h (2.23 steps/s)

step 05440/20000 (27.2%) | total 0.0703 | recon 0.0681 | uni 0.0121 | cons 0.0778 | clip 0.0000 | ETA: 1.81h (2.23 steps/s)

step 05460/20000 (27.3%) | total 0.1107 | recon 0.1099 | uni 0.0161 | cons -0.0000 | clip 0.0000 | ETA: 1.80h (2.24 steps/s)

step 05480/20000 (27.4%) | total 0.0512 | recon 0.0500 | uni 0.0240 | cons -0.0000 | clip 0.0000 | ETA: 1.80h (2.24 steps/s)

step 05500/20000 (27.5%) | total 0.0398 | recon 0.0387 | uni 0.0233 | cons -0.0000 | clip 0.0000 | ETA: 1.79h (2.25 steps/s)

step 05520/20000 (27.6%) | total 0.0810 | recon 0.0804 | uni 0.0117 | cons -0.0000 | clip 0.0000 | ETA: 1.78h (2.26 steps/s)

step 05540/20000 (27.7%) | total 0.0951 | recon 0.0929 | uni 0.0192 | cons 0.0600 | clip 0.0000 | ETA: 1.78h (2.26 steps/s)

step 05560/20000 (27.8%) | total 0.1051 | recon 0.1045 | uni 0.0133 | cons -0.0000 | clip 0.0000 | ETA: 1.77h (2.27 steps/s)

step 05580/20000 (27.9%) | total 0.0414 | recon 0.0403 | uni 0.0206 | cons -0.0000 | clip 0.0000 | ETA: 1.76h (2.27 steps/s)

step 05600/20000 (28.0%) | total 0.0989 | recon 0.0978 | uni 0.0213 | cons -0.0000 | clip 0.0000 | ETA: 1.76h (2.28 steps/s)

step 05620/20000 (28.1%) | total 0.0470 | recon 0.0462 | uni 0.0165 | cons -0.0000 | clip 0.0000 | ETA: 1.75h (2.28 steps/s)

step 05640/20000 (28.2%) | total 0.0345 | recon 0.0331 | uni 0.0189 | cons 0.0257 | clip 0.0000 | ETA: 1.74h (2.29 steps/s)

step 05660/20000 (28.3%) | total 0.0345 | recon 0.0335 | uni 0.0207 | cons -0.0000 | clip 0.0000 | ETA: 1.74h (2.29 steps/s)

step 05680/20000 (28.4%) | total 0.0726 | recon 0.0698 | uni 0.0246 | cons 0.0786 | clip 0.0000 | ETA: 1.73h (2.30 steps/s)

step 05700/20000 (28.5%) | total 0.0958 | recon 0.0949 | uni 0.0188 | cons -0.0000 | clip 0.0000 | ETA: 1.72h (2.31 steps/s)

step 05720/20000 (28.6%) | total 0.0868 | recon 0.0859 | uni 0.0167 | cons -0.0000 | clip 0.0000 | ETA: 1.72h (2.31 steps/s)

step 05740/20000 (28.7%) | total 0.0967 | recon 0.0942 | uni 0.0217 | cons 0.0735 | clip 0.0000 | ETA: 1.71h (2.32 steps/s)

step 05760/20000 (28.8%) | total 0.0535 | recon 0.0515 | uni 0.0401 | cons -0.0000 | clip 0.0000 | ETA: 1.70h (2.32 steps/s)

step 05780/20000 (28.9%) | total 0.0634 | recon 0.0628 | uni 0.0120 | cons -0.0000 | clip 0.0000 | ETA: 1.70h (2.33 steps/s)

step 05800/20000 (29.0%) | total 0.0630 | recon 0.0618 | uni 0.0097 | cons 0.0361 | clip 0.0000 | ETA: 1.69h (2.33 steps/s)

step 05820/20000 (29.1%) | total 0.0573 | recon 0.0548 | uni 0.0114 | cons 0.0974 | clip 0.0000 | ETA: 1.68h (2.34 steps/s)

step 05840/20000 (29.2%) | total 0.0490 | recon 0.0460 | uni 0.0295 | cons 0.0778 | clip 0.0000 | ETA: 1.68h (2.34 steps/s)

step 05860/20000 (29.3%) | total 0.0706 | recon 0.0688 | uni 0.0153 | cons 0.0529 | clip 0.0000 | ETA: 1.67h (2.35 steps/s)

step 05880/20000 (29.4%) | total 0.1007 | recon 0.0983 | uni 0.0213 | cons 0.0690 | clip 0.0000 | ETA: 1.67h (2.36 steps/s)

step 05900/20000 (29.5%) | total 0.0671 | recon 0.0649 | uni 0.0238 | cons 0.0490 | clip 0.0000 | ETA: 1.66h (2.36 steps/s)

step 05920/20000 (29.6%) | total 0.1014 | recon 0.0995 | uni 0.0152 | cons 0.0595 | clip 0.0000 | ETA: 1.65h (2.37 steps/s)

step 05940/20000 (29.7%) | total 0.0513 | recon 0.0478 | uni 0.0235 | cons 0.1161 | clip 0.0000 | ETA: 1.65h (2.37 steps/s)

step 05960/20000 (29.8%) | total 0.0493 | recon 0.0458 | uni 0.0307 | cons 0.0982 | clip 0.0000 | ETA: 1.64h (2.38 steps/s)

step 05980/20000 (29.9%) | total 0.0684 | recon 0.0675 | uni 0.0177 | cons -0.0000 | clip 0.0000 | ETA: 1.63h (2.38 steps/s)

step 06000/20000 (30.0%) | total 0.1174 | recon 0.1164 | uni 0.0204 | cons -0.0000 | clip 0.0000 | ETA: 1.63h (2.39 steps/s)

step 06020/20000 (30.1%) | total 0.0482 | recon 0.0470 | uni 0.0231 | cons -0.0000 | clip 0.0000 | ETA: 1.63h (2.39 steps/s)

step 06040/20000 (30.2%) | total 0.0994 | recon 0.0977 | uni 0.0341 | cons -0.0000 | clip 0.0000 | ETA: 1.62h (2.39 steps/s)

step 06060/20000 (30.3%) | total 0.0319 | recon 0.0305 | uni 0.0288 | cons -0.0000 | clip 0.0000 | ETA: 1.61h (2.40 steps/s)

step 06080/20000 (30.4%) | total 0.0464 | recon 0.0456 | uni 0.0175 | cons -0.0000 | clip 0.0000 | ETA: 1.61h (2.40 steps/s)

step 06100/20000 (30.5%) | total 0.0440 | recon 0.0420 | uni 0.0178 | cons 0.0560 | clip 0.0000 | ETA: 1.60h (2.41 steps/s)

step 06120/20000 (30.6%) | total 0.0594 | recon 0.0574 | uni 0.0254 | cons 0.0362 | clip 0.0000 | ETA: 1.60h (2.41 steps/s)

step 06140/20000 (30.7%) | total 0.0853 | recon 0.0843 | uni 0.0197 | cons -0.0000 | clip 0.0000 | ETA: 1.59h (2.42 steps/s)

step 06160/20000 (30.8%) | total 0.0621 | recon 0.0606 | uni 0.0207 | cons 0.0189 | clip 0.0000 | ETA: 1.59h (2.42 steps/s)

step 06180/20000 (30.9%) | total 0.0534 | recon 0.0525 | uni 0.0195 | cons -0.0000 | clip 0.0000 | ETA: 1.58h (2.43 steps/s)

step 06200/20000 (31.0%) | total 0.0770 | recon 0.0749 | uni 0.0413 | cons -0.0000 | clip 0.0000 | ETA: 1.57h (2.43 steps/s)

step 06220/20000 (31.1%) | total 0.0788 | recon 0.0776 | uni 0.0192 | cons 0.0134 | clip 0.0000 | ETA: 1.57h (2.44 steps/s)

step 06240/20000 (31.2%) | total 0.0766 | recon 0.0754 | uni 0.0136 | cons 0.0246 | clip 0.0000 | ETA: 1.56h (2.45 steps/s)

step 06260/20000 (31.3%) | total 0.0635 | recon 0.0611 | uni 0.0236 | cons 0.0587 | clip 0.0000 | ETA: 1.56h (2.45 steps/s)

step 06280/20000 (31.4%) | total 0.0361 | recon 0.0352 | uni 0.0183 | cons -0.0000 | clip 0.0000 | ETA: 1.55h (2.46 steps/s)

step 06300/20000 (31.5%) | total 0.0292 | recon 0.0285 | uni 0.0148 | cons -0.0000 | clip 0.0000 | ETA: 1.55h (2.46 steps/s)

step 06320/20000 (31.6%) | total 0.1183 | recon 0.1158 | uni 0.0228 | cons 0.0658 | clip 0.0000 | ETA: 1.54h (2.47 steps/s)

step 06340/20000 (31.7%) | total 0.0845 | recon 0.0835 | uni 0.0200 | cons -0.0000 | clip 0.0000 | ETA: 1.54h (2.47 steps/s)

step 06360/20000 (31.8%) | total 0.0906 | recon 0.0895 | uni 0.0222 | cons -0.0000 | clip 0.0000 | ETA: 1.53h (2.48 steps/s)

step 06380/20000 (31.9%) | total 0.1221 | recon 0.1210 | uni 0.0204 | cons -0.0000 | clip 0.0000 | ETA: 1.52h (2.48 steps/s)

step 06400/20000 (32.0%) | total 0.0492 | recon 0.0475 | uni 0.0128 | cons 0.0501 | clip 0.0000 | ETA: 1.52h (2.49 steps/s)

step 06420/20000 (32.1%) | total 0.0396 | recon 0.0377 | uni 0.0327 | cons 0.0171 | clip 0.0000 | ETA: 1.51h (2.49 steps/s)

step 06440/20000 (32.2%) | total 0.1015 | recon 0.0959 | uni 0.1116 | cons -0.0000 | clip 0.0000 | ETA: 1.51h (2.50 steps/s)

step 06460/20000 (32.3%) | total 0.0942 | recon 0.0932 | uni 0.0202 | cons -0.0000 | clip 0.0000 | ETA: 1.50h (2.50 steps/s)

step 06480/20000 (32.4%) | total 0.1281 | recon 0.1264 | uni 0.0133 | cons 0.0488 | clip 0.0000 | ETA: 1.50h (2.51 steps/s)

step 06500/20000 (32.5%) | total 0.0938 | recon 0.0922 | uni 0.0331 | cons -0.0000 | clip 0.0000 | ETA: 1.49h (2.51 steps/s)

step 06520/20000 (32.6%) | total 0.0799 | recon 0.0778 | uni 0.0424 | cons -0.0000 | clip 0.0000 | ETA: 1.49h (2.52 steps/s)

step 06540/20000 (32.7%) | total 0.0885 | recon 0.0874 | uni 0.0223 | cons -0.0000 | clip 0.0000 | ETA: 1.48h (2.52 steps/s)

step 06560/20000 (32.8%) | total 0.1156 | recon 0.1148 | uni 0.0156 | cons -0.0000 | clip 0.0000 | ETA: 1.48h (2.53 steps/s)

step 06580/20000 (32.9%) | total 0.0718 | recon 0.0680 | uni 0.0393 | cons 0.0900 | clip 0.0000 | ETA: 1.47h (2.53 steps/s)

step 06600/20000 (33.0%) | total 0.0412 | recon 0.0401 | uni 0.0215 | cons -0.0000 | clip 0.0000 | ETA: 1.47h (2.54 steps/s)

step 06620/20000 (33.1%) | total 0.0761 | recon 0.0728 | uni 0.0257 | cons 0.1041 | clip 0.0000 | ETA: 1.46h (2.54 steps/s)

step 06640/20000 (33.2%) | total 0.0773 | recon 0.0648 | uni 0.1591 | cons 0.2297 | clip 0.0000 | ETA: 1.46h (2.55 steps/s)

step 06660/20000 (33.3%) | total 0.0577 | recon 0.0571 | uni 0.0131 | cons -0.0000 | clip 0.0000 | ETA: 1.45h (2.55 steps/s)

step 06680/20000 (33.4%) | total 0.0796 | recon 0.0784 | uni 0.0110 | cons 0.0307 | clip 0.0000 | ETA: 1.45h (2.56 steps/s)

step 06700/20000 (33.5%) | total 0.0349 | recon 0.0342 | uni 0.0154 | cons -0.0000 | clip 0.0000 | ETA: 1.44h (2.56 steps/s)

step 06720/20000 (33.6%) | total 0.0876 | recon 0.0868 | uni 0.0154 | cons -0.0000 | clip 0.0000 | ETA: 1.44h (2.57 steps/s)

